04:06:46, 683 __main__ INFO Namespace(batch_size=64, dataset_script='php-de-en.py', debugging=True, do_eval=True, do_predict=True, do_train=True, eval_steps=500, gpu=True, gpu_no=None, logging_first_step='True', logging_steps=10, max_seq_length=20, max_steps=50, max_test_samples=None, max_train_samples=None, max_val_samples=None, mle_epochs=30, model_name_or_path='textgan', output_dir='results/L-4_D-128_H-8', source_vocab='data/de-en/source.vocab', target_vocab='data/de-en/target.vocab', tf_dims=128, tf_dropout_rate=0.1, tf_heads=8, tf_layers=4, tf_learning_rate=0.01, tf_shared_emb_layer=False)
04:06:46, 683 __main__ INFO Saving hyperparameters to: results/L-4_D-128_H-8/hyparams.txt
04:06:46, 819 datasets.builder WARNING Reusing dataset php_de_en (/home/CE/pinjie/.cache/huggingface/datasets/php_de_en/PHPDeEn/0.0.0/78820f3745e00bb4a9fe7816fbbb6a63a1a8ec59722a8d9120d28cb2ebd8d403)
04:06:46, 836 __main__ INFO Loading Datasets
04:06:47, 68 datasets.arrow_dataset WARNING Loading cached processed dataset at /home/CE/pinjie/.cache/huggingface/datasets/php_de_en/PHPDeEn/0.0.0/78820f3745e00bb4a9fe7816fbbb6a63a1a8ec59722a8d9120d28cb2ebd8d403/cache-cd909dba37dbb428.arrow
04:06:47, 258 datasets.arrow_dataset WARNING Loading cached processed dataset at /home/CE/pinjie/.cache/huggingface/datasets/php_de_en/PHPDeEn/0.0.0/78820f3745e00bb4a9fe7816fbbb6a63a1a8ec59722a8d9120d28cb2ebd8d403/cache-818ae1624fce8150.arrow
04:06:47, 445 datasets.arrow_dataset WARNING Loading cached processed dataset at /home/CE/pinjie/.cache/huggingface/datasets/php_de_en/PHPDeEn/0.0.0/78820f3745e00bb4a9fe7816fbbb6a63a1a8ec59722a8d9120d28cb2ebd8d403/cache-ac2f163e49ab91a2.arrow
04:06:50, 968 root INFO TransformerEncoder(
  (enc_layers): ModuleList(
    (0): TransformerEncLayer(
      (mha): MultiHeadAttention(
        (w_q): Linear(in_features=128, out_features=128, bias=True)
        (w_k): Linear(in_features=128, out_features=128, bias=True)
        (w_v): Linear(in_features=128, out_features=128, bias=True)
      )
      (ffn): FeedForwardBlock(
        (dense1): Linear(in_features=128, out_features=512, bias=True)
        (relu): ReLU()
        (dense2): Linear(in_features=512, out_features=128, bias=True)
      )
      (layernorm1): LayerNorm((128,), eps=1e-06, elementwise_affine=True)
      (layernorm2): LayerNorm((128,), eps=1e-06, elementwise_affine=True)
      (dropout1): Dropout(p=0.1, inplace=False)
      (dropout2): Dropout(p=0.1, inplace=False)
    )
    (1): TransformerEncLayer(
      (mha): MultiHeadAttention(
        (w_q): Linear(in_features=128, out_features=128, bias=True)
        (w_k): Linear(in_features=128, out_features=128, bias=True)
        (w_v): Linear(in_features=128, out_features=128, bias=True)
      )
      (ffn): FeedForwardBlock(
        (dense1): Linear(in_features=128, out_features=512, bias=True)
        (relu): ReLU()
        (dense2): Linear(in_features=512, out_features=128, bias=True)
      )
      (layernorm1): LayerNorm((128,), eps=1e-06, elementwise_affine=True)
      (layernorm2): LayerNorm((128,), eps=1e-06, elementwise_affine=True)
      (dropout1): Dropout(p=0.1, inplace=False)
      (dropout2): Dropout(p=0.1, inplace=False)
    )
    (2): TransformerEncLayer(
      (mha): MultiHeadAttention(
        (w_q): Linear(in_features=128, out_features=128, bias=True)
        (w_k): Linear(in_features=128, out_features=128, bias=True)
        (w_v): Linear(in_features=128, out_features=128, bias=True)
      )
      (ffn): FeedForwardBlock(
        (dense1): Linear(in_features=128, out_features=512, bias=True)
        (relu): ReLU()
        (dense2): Linear(in_features=512, out_features=128, bias=True)
      )
      (layernorm1): LayerNorm((128,), eps=1e-06, elementwise_affine=True)
      (layernorm2): LayerNorm((128,), eps=1e-06, elementwise_affine=True)
      (dropout1): Dropout(p=0.1, inplace=False)
      (dropout2): Dropout(p=0.1, inplace=False)
    )
    (3): TransformerEncLayer(
      (mha): MultiHeadAttention(
        (w_q): Linear(in_features=128, out_features=128, bias=True)
        (w_k): Linear(in_features=128, out_features=128, bias=True)
        (w_v): Linear(in_features=128, out_features=128, bias=True)
      )
      (ffn): FeedForwardBlock(
        (dense1): Linear(in_features=128, out_features=512, bias=True)
        (relu): ReLU()
        (dense2): Linear(in_features=512, out_features=128, bias=True)
      )
      (layernorm1): LayerNorm((128,), eps=1e-06, elementwise_affine=True)
      (layernorm2): LayerNorm((128,), eps=1e-06, elementwise_affine=True)
      (dropout1): Dropout(p=0.1, inplace=False)
      (dropout2): Dropout(p=0.1, inplace=False)
    )
  )
  (dropout): Dropout(p=0.1, inplace=False)
)
04:06:50, 975 root INFO epoch 1 : 
04:06:51, 162 root INFO Model: generator, Step: 0, Loss: 9.48, Accuracy: 0.00
04:06:52, 84 root INFO Model: generator, Step: 10, Loss: 9.45, Accuracy: 0.00
04:06:53, 16 root INFO Model: generator, Step: 20, Loss: 9.36, Accuracy: 0.00
04:06:54, 40 root INFO Model: generator, Step: 30, Loss: 9.21, Accuracy: 0.00
04:06:54, 954 root INFO Model: generator, Step: 40, Loss: 9.07, Accuracy: 0.01
04:06:55, 772 root INFO Reach max steps, Model: generator, Step: 50, Loss: 8.89
04:06:55, 854 root INFO Model: generator, Step: 50, Loss: 8.89, Accuracy: 0.07
04:06:56, 733 root INFO Model: generator, Step: 60, Loss: 8.76, Accuracy: 0.08
04:06:57, 681 root INFO Model: generator, Step: 70, Loss: 8.71, Accuracy: 0.07
04:06:58, 516 root INFO Model: generator, Step: 80, Loss: 8.49, Accuracy: 0.08
04:06:59, 550 root INFO Model: generator, Step: 90, Loss: 8.45, Accuracy: 0.08
04:07:00, 398 root INFO Model: generator, Step: 100, Loss: 8.37, Accuracy: 0.07
04:07:01, 297 root INFO Model: generator, Step: 110, Loss: 8.13, Accuracy: 0.07
04:07:02, 279 root INFO Model: generator, Step: 120, Loss: 8.05, Accuracy: 0.08
04:07:03, 183 root INFO Model: generator, Step: 130, Loss: 7.95, Accuracy: 0.07
04:07:04, 164 root INFO Model: generator, Step: 140, Loss: 7.75, Accuracy: 0.08
04:07:05, 24 root INFO Model: generator, Step: 150, Loss: 7.61, Accuracy: 0.08
04:07:05, 197 root INFO epoch 2 : 
04:07:05, 297 root INFO Model: generator, Step: 0, Loss: 7.59, Accuracy: 0.08
04:07:06, 135 root INFO Model: generator, Step: 10, Loss: 7.61, Accuracy: 0.08
04:07:07, 53 root INFO Model: generator, Step: 20, Loss: 7.36, Accuracy: 0.08
04:07:08, 116 root INFO Model: generator, Step: 30, Loss: 7.02, Accuracy: 0.10
04:07:08, 957 root INFO Model: generator, Step: 40, Loss: 6.94, Accuracy: 0.11
04:07:09, 775 root INFO Reach max steps, Model: generator, Step: 50, Loss: 6.78
04:07:09, 880 root INFO Model: generator, Step: 50, Loss: 6.72, Accuracy: 0.11
04:07:10, 846 root INFO Model: generator, Step: 60, Loss: 6.63, Accuracy: 0.12
04:07:11, 903 root INFO Model: generator, Step: 70, Loss: 6.56, Accuracy: 0.12
04:07:12, 830 root INFO Model: generator, Step: 80, Loss: 6.22, Accuracy: 0.15
04:07:13, 759 root INFO Model: generator, Step: 90, Loss: 6.28, Accuracy: 0.12
04:07:14, 632 root INFO Model: generator, Step: 100, Loss: 6.02, Accuracy: 0.17
04:07:15, 551 root INFO Model: generator, Step: 110, Loss: 6.20, Accuracy: 0.14
04:07:16, 467 root INFO Model: generator, Step: 120, Loss: 5.92, Accuracy: 0.15
04:07:17, 434 root INFO Model: generator, Step: 130, Loss: 5.86, Accuracy: 0.19
04:07:18, 541 root INFO Model: generator, Step: 140, Loss: 5.94, Accuracy: 0.14
04:07:19, 584 root INFO Model: generator, Step: 150, Loss: 6.02, Accuracy: 0.14
04:07:19, 751 root INFO epoch 3 : 
04:07:19, 836 root INFO Model: generator, Step: 0, Loss: 5.77, Accuracy: 0.15
04:07:20, 751 root INFO Model: generator, Step: 10, Loss: 5.84, Accuracy: 0.18
04:07:21, 770 root INFO Model: generator, Step: 20, Loss: 5.72, Accuracy: 0.18
04:07:22, 653 root INFO Model: generator, Step: 30, Loss: 5.57, Accuracy: 0.21
04:07:23, 548 root INFO Model: generator, Step: 40, Loss: 5.58, Accuracy: 0.20
04:07:24, 423 root INFO Reach max steps, Model: generator, Step: 50, Loss: 5.70
04:07:24, 503 root INFO Model: generator, Step: 50, Loss: 5.65, Accuracy: 0.20
04:07:25, 387 root INFO Model: generator, Step: 60, Loss: 5.44, Accuracy: 0.22
04:07:26, 292 root INFO Model: generator, Step: 70, Loss: 5.43, Accuracy: 0.22
04:07:27, 464 root INFO Model: generator, Step: 80, Loss: 5.51, Accuracy: 0.20
04:07:28, 416 root INFO Model: generator, Step: 90, Loss: 5.48, Accuracy: 0.22
04:07:29, 353 root INFO Model: generator, Step: 100, Loss: 5.27, Accuracy: 0.22
04:07:30, 378 root INFO Model: generator, Step: 110, Loss: 5.41, Accuracy: 0.19
04:07:31, 294 root INFO Model: generator, Step: 120, Loss: 5.33, Accuracy: 0.20
04:07:32, 351 root INFO Model: generator, Step: 130, Loss: 5.33, Accuracy: 0.22
04:07:33, 196 root INFO Model: generator, Step: 140, Loss: 5.44, Accuracy: 0.22
04:07:34, 119 root INFO Model: generator, Step: 150, Loss: 5.43, Accuracy: 0.21
04:07:34, 307 root INFO epoch 4 : 
04:07:34, 389 root INFO Model: generator, Step: 0, Loss: 5.30, Accuracy: 0.23
